,bq.record.name,bq.name,isArray,bq.array,tidy.name,type,
320,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  180  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  180  GROUP BY value),FALSE,NA,Custom Dimension 180,Custom Dimension 180,STRING
321,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  181  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  181  GROUP BY value),FALSE,NA,Custom Dimension 181,Custom Dimension 181,STRING
322,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  182  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  182  GROUP BY value),FALSE,NA,Custom Dimension 182,Custom Dimension 182,STRING
323,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  183  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  183  GROUP BY value),FALSE,NA,Custom Dimension 183,Custom Dimension 183,STRING
324,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  184  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  184  GROUP BY value),FALSE,NA,Custom Dimension 184,Custom Dimension 184,STRING
325,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  185  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  185  GROUP BY value),FALSE,NA,Custom Dimension 185,Custom Dimension 185,STRING
326,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  186  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  186  GROUP BY value),FALSE,NA,Custom Dimension 186,Custom Dimension 186,STRING
327,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  187  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  187  GROUP BY value),FALSE,NA,Custom Dimension 187,Custom Dimension 187,STRING
328,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  188  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  188  GROUP BY value),FALSE,NA,Custom Dimension 188,Custom Dimension 188,STRING
329,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  189  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  189  GROUP BY value),FALSE,NA,Custom Dimension 189,Custom Dimension 189,STRING
330,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  190  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  190  GROUP BY value),FALSE,NA,Custom Dimension 190,Custom Dimension 190,STRING
331,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  191  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  191  GROUP BY value),FALSE,NA,Custom Dimension 191,Custom Dimension 191,STRING
332,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  192  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  192  GROUP BY value),FALSE,NA,Custom Dimension 192,Custom Dimension 192,STRING
333,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  193  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  193  GROUP BY value),FALSE,NA,Custom Dimension 193,Custom Dimension 193,STRING
334,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  194  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  194  GROUP BY value),FALSE,NA,Custom Dimension 194,Custom Dimension 194,STRING
335,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  195  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  195  GROUP BY value),FALSE,NA,Custom Dimension 195,Custom Dimension 195,STRING
336,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  196  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  196  GROUP BY value),FALSE,NA,Custom Dimension 196,Custom Dimension 196,STRING
337,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  197  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  197  GROUP BY value),FALSE,NA,Custom Dimension 197,Custom Dimension 197,STRING
338,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  198  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  198  GROUP BY value),FALSE,NA,Custom Dimension 198,Custom Dimension 198,STRING
339,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  199  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  199  GROUP BY value),FALSE,NA,Custom Dimension 199,Custom Dimension 199,STRING
340,(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  200  GROUP BY value),(SELECT value FROM UNNEST(table.customDimensions) WHERE index =  200  GROUP BY value),FALSE,NA,Custom Dimension 200,Custom Dimension 200,STRING
